year,price,mileage,tax,mpg,engineSize,model,fuelType,transmission
2017,15826,26896,202,43.9671612204398,1.679104385727944,13,2,0
2017,17601,18050,214,38.2,1.5,13,4,0
2016,10989,14140,112,52.03150984248032,1.0,5,4,0
2017,20658,35373,148,46.59301804950482,1.8996675261668958,5,0,0
2015,12991,31910,234,38.351239293773354,1.4953031275225668,12,4,0
2017,17499,14455,145,49.14317310699548,1.8398500964905429,13,1,0
2008,4015,70000,311,31.821440083874478,2.196830961654271,12,4,0
2019,19812,9480,145,67.61612202534015,1.5,7,0,0
2018,17730,23858,145,47.12996157469666,2.0,13,0,0
2015,8352,18468,160,44.76423382209946,1.6,5,4,0
2016,10454,22979,79,56.918403431018056,1.2155626340241428,3,2,0
2018,31568,4900,146,26.43915461092288,4.356389501257764,12,3,0
2019,16618,3381,145,57.90415687085098,1.6615138102608056,4,1,0
2018,42229,3131,145,22.3855135014349,5.0,15,4,0
2017,12347,21880,148,52.135027382257384,1.0,5,4,0
2010,4999,110349,187,48.52204152795268,2.0,16,0,0
2016,17991,51286,157,50.419405667358575,2.0,11,0,0
2019,19269,10830,145,72.86143064976139,1.5,6,0,0
2013,9086,11263,148,47.23283555106524,1.6,4,4,0
2017,18865,28937,145,45.54490836472669,2.0,12,1,0
2019,16991,4497,149,50.31392794062537,1.0,5,4,0
2017,10999,18179,21,63.604503616220946,1.5,1,0,0
2017,14499,22596,165,48.339677497234476,1.231842613845873,7,4,0
2014,6999,37447,169,44.00897860398221,1.5739938868520582,0,4,0
2017,32681,11690,145,25.91403869091077,4.064505117516323,11,2,0
2010,4570,111781,188,48.165918211319024,2.0,16,0,0
2019,22497,4169,147,48.59998959330893,1.7650600842365802,9,1,0
2017,14730,15402,146,65.6138155361967,1.5,6,0,0
2017,12894,13792,145,46.3,1.5,6,4,0
2019,18334,3528,145,56.940956105126745,1.6607923413610628,6,1,0
2016,15164,16319,212,42.297983229166185,1.6272665599119933,13,2,0
2014,7998,110563,149,54.60975203948782,2.0,13,0,0
2019,18464,6125,145,65.90384845656956,1.9156510665064572,6,0,0
2016,10031,22996,24,63.676005969707916,1.4795314831917152,1,0,0
2018,31780,11042,145,42.26730063483198,2.6143261904874593,14,0,0
2019,18687,4203,145,52.877631708309075,1.1154399772116466,6,3,0
2016,15935,10636,145,51.921306112447425,1.9569666036872078,12,0,0
2016,11927,9066,85,56.69699565077751,1.260543005519295,7,1,0
2015,8051,20020,157,44.61290380969683,1.6,0,4,0
2015,13492,11599,150,46.3,1.5,6,4,0
2016,9044,16558,0,57.7,1.0,5,4,0
2016,12898,45214,125,56.6,1.5,10,0,0
2016,9144,27710,15,57.7,1.0,5,4,0
2016,16484,24753,233,38.55117206541263,1.5109059647643674,13,3,0
2017,11540,25692,149,53.56646499874477,1.0458459375784517,5,4,0
2017,12829,21557,146,47.66088686417722,1.3665797191983116,6,4,0
2016,11142,25987,38,61.54612869449356,1.5,1,0,0
2018,17062,3800,145,61.622434392286586,1.9377399611663426,6,0,0
2016,10221,8068,147,51.10370501313626,1.2996526550184748,5,4,0
2017,13521,5599,144,38.794080304256696,1.4774969581720951,12,4,0
2017,14059,34475,145,46.70038742848908,2.0,13,0,0
2018,19827,13541,145,32.15655700176405,1.5,13,4,0
2019,16356,13143,145,44.378709428012264,1.15518790133989,8,4,0
2018,17178,24346,158,37.350321998919505,1.9248390005402507,13,0,0
2019,16883,2145,145,57.72490870620872,1.2793757766407539,4,1,0
2017,18293,9634,97,60.6008450693887,2.0,14,1,0
2016,14298,11393,199,42.39254836438032,1.3003548397914138,10,4,0
2019,19274,2627,145,52.41239036660466,1.5,6,0,0
2016,10361,3898,52,54.13939001768978,1.2179965295291972,5,4,0
2019,16545,11476,145,50.02680132861049,1.0,6,4,0
2009,5481,107260,366,38.784525309814654,2.1385912448364226,18,1,0
2019,21475,6470,145,39.0526291510577,1.5368427122355757,6,3,0
2019,22942,8000,145,38.7,2.0,13,0,0
2017,12545,5853,67,56.114125083204904,1.0,5,4,0
2015,13509,19541,127,56.026199437409836,2.0,9,0,0
2018,22002,10520,145,31.933121293310663,1.568462737657045,11,3,0
2014,8298,26497,146,46.76686811976888,1.6,3,4,0
2019,17033,1988,145,47.16105362468294,1.0,3,4,0
2016,19502,28760,159,48.50425247912112,2.0,3,0,0
2016,13204,26950,192,44.80993105544262,1.734394718278107,13,2,0
2018,18459,4693,145,41.06966512753915,1.5,6,4,0
2018,16007,974,145,45.809757237231906,1.0,2,4,0
2014,7773,30123,142,46.20384239838498,1.53470500472628,5,4,0
2018,17557,3935,145,48.593843414041956,1.5,12,3,0
2019,22733,7188,140,47.1,2.0,14,2,0
2017,16263,23982,104,49.772518529211474,1.6752100147824434,11,2,0
2013,7530,39811,158,44.52853125124147,1.6,5,4,0
2015,13510,33675,235,38.2,1.5,13,4,0
2016,17091,56045,127,52.21682239404519,2.0,18,0,0
2017,15824,13409,125,58.802205917506924,1.9869607890009238,13,0,0
2014,9689,62090,196,47.37692405077843,2.0,18,0,0
2018,16492,18890,147,64.42250999549228,1.7469372501126927,9,0,0
2020,31268,15,145,40.29861210397703,1.5673800140509504,7,3,0
2018,16014,18014,149,58.17562759547842,1.9856738676060721,13,0,0
2019,17097,1990,145,52.69657147898853,1.1635154718660952,3,2,0
2017,13521,13405,147,51.097420759780434,1.0114613348568016,6,4,0
2015,13522,34944,148,52.3,2.0,13,0,0
2019,17635,1178,145,56.78440541779404,1.273370806417975,4,1,0
2015,9244,23951,52,53.61424543579862,1.1900350960093664,5,4,0
2016,14999,16263,232,38.42386280781482,1.5,12,4,0
2018,19947,1176,145,31.992345337639957,1.4756778103519619,12,4,0
2016,11994,7874,27,60.42029097427454,1.5,6,0,0
2019,39452,641,145,23.831009683609846,4.4565434714248156,15,4,0
2015,9995,7680,90,51.778998407951136,1.362510301554012,5,4,0
2019,16308,12040,145,42.02456403758657,1.0,6,4,0
2017,20124,8892,145,34.67996169938075,1.5,13,4,0
2019,25184,1137,145,39.675365340343866,2.0,11,0,0
2019,17417,1040,145,46.32580511050229,1.0,2,4,0
2016,12919,49722,150,41.28260100243361,1.6093120922848796,13,3,0
2019,20129,6016,145,59.850306603035605,1.6601802033621569,6,1,0
2018,17323,8417,148,53.45226674397974,1.3740906697591897,7,1,0
2015,10955,4000,145,47.9,1.6,5,4,0
2018,13682,34208,145,46.51059137343861,2.0,13,0,0
2017,14607,3209,194,45.40524862914103,1.2762345146229495,9,4,0
2015,8926,44248,32,62.769672677016395,1.5461395910639872,1,0,0
2017,11379,22165,150,53.80663826510828,1.0,5,4,0
2017,10991,22056,150,52.224300348294044,1.0,5,4,0
2015,9949,7759,136,48.79226055724376,1.5453718026177292,5,4,0
2014,9537,8997,154,45.835381586350785,1.6,5,4,0
2017,11147,32807,143,54.484559575052735,1.0838907159330615,4,3,0
2018,29998,2307,145,33.89269736805408,2.1960674006519576,16,2,0
2015,9080,25306,76,50.79069384945725,1.3048223301710038,2,4,0
2015,8812,27853,62,56.03083437348694,1.18546284739034,5,3,0
2016,20354,24146,182,48.259569658759894,2.0,3,0,0
2016,10276,10199,147,47.25798381734466,1.6,4,4,0
2016,10813,11144,0,57.7,1.0,5,4,0
2018,29797,2151,145,51.53037742376117,2.0,4,0,0
2017,17770,16800,146,53.63712638564194,1.7714228916006711,11,0,0
2017,17997,12165,147,49.776982229219634,1.713293435138595,6,2,0
2017,12091,10821,107,55.17800079145534,0.25823552689862983,5,4,0
2019,19571,6262,145,64.2,2.0,6,0,0
2015,9911,16186,161,45.093760300190375,1.5863367302237035,5,4,0
2017,19998,20352,149,41.664860287237026,1.6649933470112868,9,2,0
2019,19783,11376,145,39.02157428235693,1.5,11,3,0
2017,18250,31735,145,52.3,2.0,8,0,0
2015,8059,20082,159,44.14549377723988,1.6,0,4,0
2015,10456,39034,55,54.76755796368851,1.2766454751237257,8,2,0
2019,25227,1971,139,42.80082089798263,2.0,13,1,0
2016,13229,2933,67,54.74730166790563,1.0,5,4,0
2018,19990,7603,149,29.41474609308304,1.508682854422077,12,3,0
2016,10242,19791,104,53.056071161405725,1.1104047440937153,6,3,0
2016,15395,18142,193,41.45028884532926,1.5,13,4,0
2017,18249,20010,145,49.6135919814607,1.82090613209738,10,1,0
2019,17565,9171,145,50.98005038233142,1.0,6,4,0
2018,23664,5786,145,52.02467194163914,1.3287747061258663,9,2,0
2015,11440,79262,125,57.7,2.0,14,0,0
2017,18252,28426,147,51.96035499857386,1.9879558510132576,8,0,0
2016,10887,7423,101,49.50593716709793,1.3175993346086072,3,4,0
2019,18014,4101,145,56.33252603273779,1.6391066987494398,6,0,0
2019,19424,3972,145,55.282706602001916,1.5,9,0,0
2018,23524,12944,146,41.707759277416656,2.0,9,0,0
2013,6294,25011,157,44.34060788162017,1.5893849463991103,0,4,0
2015,9050,22625,13,61.935765329971474,1.3258281023054979,2,1,0
2018,17902,8224,145,74.02691065882362,1.5,6,0,0
2017,17495,5068,225,41.359064210916515,1.5,12,3,0
2016,17587,34541,130,55.86153550859615,2.0,16,0,0
2019,20034,5915,145,47.9,1.647590116636048,8,0,0
2019,16841,4449,148,48.879306953214915,1.0,4,4,0
2019,17995,3974,145,40.66990377135477,1.5721800685700866,1,3,0
2018,14952,10367,148,47.04158867602994,1.345502359160429,6,4,0
2017,20608,22061,162,36.498995173056144,1.662692164883318,9,2,0
2017,11309,23919,145,54.3,1.0,5,4,0
2019,16239,960,145,45.6,1.0,2,4,0
2014,7994,19398,152,45.93827507334833,1.6,5,4,0
2017,13894,32692,178,43.02465619664569,1.8259902835571409,13,1,0
2019,20532,1576,145,69.74713554111807,1.7253893296476202,6,0,0
2017,19754,20162,151,42.626505298520684,1.7107859665962226,8,2,0
2017,17487,13822,173,54.50390018137418,1.85137715908134,8,1,0
2019,22970,5124,142,40.880996723563996,2.0,13,0,0
2015,7807,15822,165,44.1,1.6,0,4,0
2019,19500,3392,145,50.60542961653418,1.5,6,0,0
2010,5460,28543,219,41.15423990229261,1.4645396116747997,5,4,0
2017,22995,14218,145,47.9,2.0,3,0,0
2019,18300,9928,145,74.3,1.5,6,0,0
2016,16033,28388,126,52.3,2.0,18,0,0
2016,10595,22973,98,54.67384931833998,1.1278847389976554,4,2,0
2016,10697,18100,30,58.9,1.5,9,0,0
2016,10289,19572,56,58.62414884844437,1.3850620201851536,8,0,0
2016,10500,7224,0,57.7,1.0,5,4,0
2019,17188,6170,145,51.31530251100984,1.0423487444950792,6,3,0
2019,18329,6311,145,71.72257565078266,1.6275952648127399,6,0,0
2017,21153,6821,148,47.81469108599307,1.828805003282178,7,1,0
2019,15999,510,145,48.6376266747846,1.0,4,4,0
2017,13000,30820,197,44.90562090571039,1.4349249580689631,12,4,0
2017,17351,8447,163,37.40478781647039,1.5,13,4,0
2016,10794,25496,91,55.499798604960844,1.160148383006283,4,2,0
2019,17499,11174,145,49.225061187225485,1.0,6,4,0
2018,10925,32197,145,54.3,1.0,5,4,0
2018,17819,3935,145,46.31022638921537,1.5,8,4,0
2017,17531,32863,145,54.219299464330874,2.0,13,0,0
2019,19402,5019,145,54.3,1.5,6,0,0
2018,22023,10276,145,45.67622936578736,1.9398980909672259,4,0,0
2015,10727,21412,146,47.89029699858762,1.3440885295502327,6,4,0
2018,20087,6515,145,39.10226168654072,1.5,9,4,0
2016,10465,12135,128,51.87606148258747,1.0,5,4,0
2017,22202,26470,145,48.7,2.0,3,0,0
2019,15308,7323,145,48.7,1.0,5,4,0
2017,14309,13983,148,42.10769317195532,1.328609948598451,10,4,0
2013,7865,22758,121,50.92106273085614,1.5814658728168336,4,3,0
2018,17514,13874,149,42.9891179841162,1.0185409788349213,6,4,0
2016,15455,18394,237,38.2,1.5,13,4,0
2017,15608,17984,216,42.47330471028422,1.6095719156483133,13,3,0
2017,14319,34305,145,51.39101583708113,2.0,13,0,0
2017,17012,8157,202,40.846854526850386,0.9634754337465445,9,4,0
2014,9149,13227,114,51.84135948522463,1.5758198804587447,4,3,0
2016,10827,26449,79,56.96741924962812,1.2174773144385984,3,2,0
2019,16497,1231,145,48.7,1.0,5,4,0
2016,10773,21553,148,50.099814993014256,1.1274691183319352,6,4,0
2019,25926,4906,149,33.77375645177389,1.9304459677304362,18,0,0
2015,18498,24629,255,36.55367581054639,2.0,17,3,0
2019,16996,8938,145,50.10140071991231,1.6974549510710797,6,2,0
2014,11331,40209,261,36.833680867683945,1.6258737163259243,13,3,0
2019,18049,9844,145,48.996321233652566,1.1142731895373865,6,3,0
2017,11995,10014,0,57.7,1.0,5,4,0
2018,15456,13339,138,52.97697630333897,1.3031736827457616,8,2,0
2016,14973,18236,152,55.06370657493995,1.5,10,0,0
2016,17567,39952,145,53.06037461806622,2.0,18,0,0
2019,16508,13262,145,50.4,1.0,6,4,0
2049,6247,54435,203,42.92320154724283,1.4,5,4,0
2018,16835,432,149,45.8252407946273,1.0,2,4,0
2017,9480,25242,140,46.75497527680323,1.3817828539613786,2,4,0
2019,30044,1121,145,43.09609961336938,2.0,17,0,0
2019,17997,3482,145,65.86928818819047,1.9173619708816605,6,0,0
2018,15121,10990,173,46.51848949517465,1.3181565987561767,8,4,0
2019,22863,12111,145,38.7,2.0,13,0,0
2015,10597,6872,164,44.8,1.5802292405792802,5,4,0
2018,18019,10631,163,41.87632787892451,1.1003991435951614,7,4,0
2017,14050,41158,145,41.2056695803956,1.703085782459162,13,2,0
2018,12964,13796,145,56.36414794150196,1.4866811707354866,1,0,0
2017,18293,9635,104,60.01761170898052,2.0,14,1,0
2017,18498,19840,145,53.7077472125824,2.0,7,0,0
2016,10042,19332,142,48.418012054928575,1.5111979334408157,5,4,0
2019,20443,1929,150,38.65352378760708,1.5,7,4,0
2017,13703,13351,182,46.159284984029064,1.1985119324231417,8,4,0
2017,17304,8270,225,38.09974893089821,1.5,13,4,0
2018,23068,13716,149,47.587462915925386,2.0,3,0,0
2016,12725,30864,178,47.77393210339873,1.742837051329473,13,2,0
2017,11457,25695,140,55.05092579672524,1.0379255452891536,4,3,0
2017,16038,46147,145,54.3,2.0,13,0,0
2014,8648,25723,19,56.3709174278365,1.0813724023773572,5,4,0
2017,14995,15084,161,46.91832046090094,1.0848418828142412,6,4,0
2018,23439,5647,147,43.7517291451169,2.0,19,0,0
2016,13361,2966,106,53.084159576369316,1.0,5,4,0
2015,9520,30349,153,45.98341771500522,1.5916069665602468,5,3,0
2019,19990,5790,145,48.14189248394352,1.5074200148448933,6,0,0
2018,10995,30235,145,48.735629920542884,1.0,5,4,0
2017,14607,3210,195,45.34376646464787,1.2781438986134201,9,4,0
2016,11322,4391,50,60.16809484812909,1.524735614428656,1,0,0
2019,17751,1109,145,47.87655558123342,1.0813912840783064,2,3,0
2017,13128,22141,148,54.84282665639253,1.8390010577933547,2,1,0
2019,17652,957,148,48.835343419434885,1.0,4,4,0
2017,11293,23143,137,51.91932037571522,0.9175681943309172,5,4,0
2016,14940,18271,162,53.07660810022445,1.5,10,0,0
2016,16340,24247,139,49.03520029744057,1.7335172477896674,9,2,0
2019,16498,12348,145,59.60679463661491,1.2760182109240077,6,1,0
2015,8263,34866,111,48.705955657815416,1.4183276438225387,5,4,0
2016,17453,23791,145,48.83699541818889,2.0,9,0,0
2017,22288,17279,145,45.880179789818754,1.8557271278441967,3,1,0
2018,18136,19793,147,52.88814320916241,1.7436187713603135,10,2,0
2019,25730,4325,136,45.56616321838587,2.0,13,1,0
2019,21665,13476,145,53.115801293157986,1.8330692965837045,8,1,0
2017,18332,6744,204,50.33622052741164,1.5,10,2,0
2019,19579,4539,145,44.290876328091166,1.6018175265618233,6,3,0
2017,16998,7288,149,40.36678969026078,1.5,12,3,0
2018,18139,2409,145,53.71320904244578,1.8501750246792326,10,0,0
2017,14595,14290,148,47.551046295884355,1.5,10,2,0
2017,16345,15278,214,39.962269309253166,1.5,13,4,0
2016,15035,18189,153,54.882648805684006,1.5,10,0,0
2015,9809,114495,141,54.62136788114868,2.0,10,0,0
2017,14925,24389,211,42.31939635341779,1.3720684362292612,10,4,0
2018,15344,16069,145,59.75450483077507,1.2097886473375028,5,2,0
2016,15358,6076,136,48.290804124603255,1.5,16,1,0
2019,18017,4077,145,51.93052205755004,1.5,5,0,0
2016,9490,13994,138,48.80897027686199,1.5944234952339755,4,3,0
2017,13678,37139,170,53.38147038261877,1.6365972677569611,13,1,0
2016,10998,13659,144,47.91594229059137,1.5990239413923653,5,4,0
2017,13983,9192,126,51.6335721577488,1.0,5,4,0
2019,35205,11,145,31.624169740741067,2.257346011965797,13,3,0
2016,10870,3492,145,47.9,1.6,5,4,0
2017,22022,18808,145,46.29697392188882,2.0,4,0,0
2016,14891,18325,176,50.07604745205185,1.5,11,1,0
2016,19608,18863,243,38.13178865453037,2.0,16,3,0
2016,13780,19399,193,45.544745263813034,1.7006761001041812,11,2,0
2018,23420,17392,145,44.19593780618105,1.7112780644987853,4,2,0
2019,16149,289,145,47.12210312033377,1.330891982681254,4,4,0
2018,18395,19373,149,55.53613309920205,1.90355482071056,7,0,0
2018,46435,5952,145,22.948699302400254,5.0,15,4,0
2019,32865,178,137,159.7048664962585,2.372128999077334,10,1,0
2019,16107,2503,145,51.4,1.0,6,4,0
2016,18817,35885,156,50.45222035095603,2.0,6,0,0
2017,22566,14125,145,54.92643604610141,2.0,4,0,0
2016,11976,27939,142,46.57389253259561,1.5,6,3,0
2013,9095,39884,238,38.27616834119128,1.914801711286958,12,4,0
2017,22768,15552,162,46.71578873884156,2.0,5,0,0
2017,13998,34301,145,45.616034621927476,2.0,13,0,0
2018,14136,11177,145,48.7,1.0,6,4,0
2018,14642,20819,177,45.99912171279293,1.180363864229798,8,4,0
2016,11945,24808,139,48.889481553280206,1.6269353702588338,6,2,0
2013,7854,29057,160,46.28874897100996,1.7063392122149974,8,2,0
2016,10513,31640,0,58.731792399806345,1.0310780843315164,5,3,0
2017,32700,11059,145,25.57982857010287,4.125641115225085,11,2,0
2017,11793,15243,145,51.08262157146787,1.0,5,4,0
2016,15728,30324,136,55.19604731194265,2.0,15,0,0
2017,19197,27722,230,40.60757725311462,2.0,15,2,0
2017,17101,8227,214,38.2,1.5,13,4,0
2017,16476,35164,145,54.65084809506805,2.0,13,0,0
2017,13257,1906,145,49.503153428706966,1.0,4,4,0
2017,10987,13685,142,48.31322175028399,1.5291619856656018,5,4,0
2014,7441,41434,160,44.4881987518911,1.6,3,4,0
2019,37754,1619,145,25.02898603778393,4.08043461604458,15,4,0
2019,18915,1676,146,43.474098056916375,1.377423902051601,6,4,0
2015,10707,21223,145,46.756075826795325,1.455286683647517,6,4,0
2019,18443,23660,145,49.32792316245246,2.0,12,0,0
2017,20065,8575,145,62.70372631182944,2.0,7,0,0
2018,16891,2470,147,58.81383942886367,1.2718774040017116,4,1,0
2018,17906,3951,145,47.076549164208465,1.5,7,4,0
2019,15250,3136,145,47.19884460355437,1.0,3,4,0
2017,13742,13340,190,45.122421279296624,1.2377870727539158,9,4,0
2018,16995,7130,145,56.56356984117352,1.5,11,0,0
2018,17919,14887,168,59.59345482403418,1.5,7,1,0
2017,14192,40586,145,39.436499020302996,1.5835472311015535,13,3,0
2016,11701,18271,5,59.640023729887105,1.1492325946067,3,2,0
2015,7995,25189,159,44.34442561393996,1.6,0,4,0
2015,9085,19296,19,56.09411931391129,1.0746921249343584,5,4,0
2018,15179,2214,145,50.317556242023656,1.0,2,4,0
2019,29715,4512,148,35.24750425977594,2.0,7,0,0
2017,21907,26928,145,32.29715057084637,2.0,20,0,0
2019,22927,8000,145,38.7,2.0,13,0,0
2018,25781,11591,145,47.9,2.0,3,0,0
2014,7690,30098,156,45.04301933242759,1.588696775235926,5,4,0
2016,11081,4905,20,64.2,1.5,1,0,0
2017,11355,11908,149,47.00686333063324,1.5711891396978466,4,4,0
2015,9277,7517,59,52.93097789824891,1.2218149814767947,5,4,0
2018,18465,11746,145,72.46683121744498,1.5,6,0,0
2018,13677,31295,145,48.3989086185601,1.6782863656827476,11,1,0
2019,15835,5121,145,62.97828819084584,1.9211798832803764,5,0,0
2017,23465,14505,145,45.76144660984406,2.0,6,0,0
2018,25778,19838,145,47.9,2.0,3,0,0
2019,18495,11,145,45.6,1.0,2,4,0
2019,18002,4026,145,41.903410214296926,1.5,2,2,0
2019,15469,2978,145,48.53903243314542,1.0,4,4,0
2019,21708,2342,150,39.11613574386825,1.6395996514923599,11,2,0
2016,17981,44187,159,48.80775665221985,2.0,3,0,0
2017,11334,30444,125,51.4,1.0,6,4,0
2017,12239,25157,177,51.63802277424719,1.220301563510577,7,3,0
2016,13172,29293,132,46.7836031304248,1.5,11,1,0
2016,11497,15652,180,50.78549767283952,1.1852098837632272,9,4,0
2019,17042,285,145,52.90789156112209,1.4199937678805803,5,0,0
2017,15034,20722,215,40.82988297442161,1.3922179108843604,11,4,0
2019,18287,3473,145,54.90206826595052,1.5655172086892768,6,1,0
2016,15359,17983,239,38.2,1.5500161146483507,13,4,0
2018,14857,2174,145,52.78453183796501,1.0,4,4,0
2018,32000,11239,145,41.8629147472926,2.0,8,0,0
2018,15786,5111,145,64.04824134682951,1.997081564362106,6,0,0
2016,9008,38222,114,52.92359833886448,1.0479118974485686,6,3,0
2014,9306,39546,144,51.431434358750884,1.7592902882557044,10,2,0
2017,14698,25162,240,38.2,1.5,13,4,0
2018,22164,9306,146,44.9507459301481,1.8253294127646047,9,1,0
2019,16422,951,145,46.36598632301565,1.0,2,4,0
2013,8011,45209,157,50.480808191936326,1.9191918080636723,13,0,0
2016,16249,14923,154,47.46937984681971,1.6779586564546478,11,2,0
2012,7635,28492,160,48.818474371002395,1.8870338836430285,11,1,0
2015,12818,29000,132,55.0668849534341,1.6782691914611516,11,0,0
2018,17562,11238,145,53.317856926214375,1.1241359388767305,6,3,0
2016,10733,21758,152,50.478432514105734,1.2143180199754111,6,3,0
2018,15664,8848,145,46.65975433871514,1.0,3,4,0
2018,31750,10979,145,41.60171989669584,2.6989339114369697,14,0,0
2016,9700,48787,148,46.66255943112343,1.5755332148173804,6,3,0
2018,15977,8906,145,48.56676351535492,1.0,4,4,0
2019,19094,3238,145,51.4,1.8664094537915625,6,0,0
2017,18160,9678,145,48.34882969369855,1.7772904287895779,13,2,0
2016,9832,23344,32,63.5513701166018,1.5611914984337925,1,0,0
2016,13432,36285,129,53.91455185069549,1.622065824968387,18,0,0
2016,10213,10035,157,44.65782929749288,1.6,0,4,0
2019,22999,7840,143,40.72076008539888,2.0,13,0,0
2019,19944,7132,145,64.45022545440808,1.9876126012669268,6,0,0
2019,18695,10684,145,48.88318187941789,1.2884055421647613,6,1,0
2017,11195,16311,148,49.923019266327245,1.3014333617702618,3,4,0
2016,11823,10322,5,59.33786226601145,1.1259894050778037,3,2,0
